13392,24087,4,0,11,0,0,The Postmaster [13392] [24087]
7953,16137,4,2,1,0,0,Garb of Thero-shan [7953] [16137]
17082,29722,4,0,12,0,0,Shard of the Gods [17082] [29722]
17064,26374,4,0,12,0,0,Shard of the Gods [17064] [26374]
19893,32347,4,0,11,0,0,Zanzil's Concentration [19893] [32347]
19905,32347,4,0,11,0,0,Zanzil's Concentration [19905] [32347]
19873,32323,4,0,11,0,0,Overlord's Resolution [19873] [32323]
19912,32323,4,0,11,0,0,Overlord's Resolution [19912] [32323]
19863,32305,4,0,11,0,0,Prayer of the Primal [19863] [32305]
19920,32305,4,0,11,0,0,Prayer of the Primal [19920] [32305]
19898,32353,4,0,11,0,0,Major Mojo Infusion [19898] [32353]
19925,32353,4,0,11,0,0,Major Mojo Infusion [19925] [32353]
19951,32326,4,0,12,0,0,Vindicator's Battlegear [19951] [32326]
19577,32716,4,0,2,0,0,Vindicator's Battlegear [19577] [32716]
19952,32326,4,0,12,0,0,Freethinker's Armor [19952] [32326]
19588,32716,4,0,2,0,0,Freethinker's Armor [19588] [32716]
19609,32716,4,0,2,0,0,Augur's Regalia [19609] [32716]
19956,32326,4,0,12,0,0,Augur's Regalia [19956] [32326]
19621,32716,4,0,2,0,0,Predator's Armor [19621] [32716]
19953,32326,4,0,12,0,0,Predator's Armor [19953] [32326]
19617,32716,4,0,2,0,0,Madcap's Outfit [19617] [32716]
19954,32326,4,0,12,0,0,Madcap's Outfit [19954] [32326]
19613,32716,4,0,2,0,0,Haruspex's Garb [19613] [32716]
19955,32326,4,0,12,0,0,Haruspex's Garb [19955] [32326]
19594,32716,4,0,2,0,0,Confessor's Raiment [19594] [32716]
19958,32326,4,0,12,0,0,Confessor's Raiment [19958] [32326]
19605,32716,4,0,2,0,0,Demoniac's Threads [19605] [32716]
19957,32326,4,0,12,0,0,Demoniac's Threads [19957] [32326]
19601,32716,4,0,2,0,0,Illusionist's Attire [19601] [32716]
19959,32326,4,0,12,0,0,Illusionist's Attire [19959] [32326]
21408,33856,4,0,11,0,0,Symbols of Unending Life [21408] [33856]
21393,33856,4,0,11,0,0,Battlegear of Unyielding Strength [21393] [33856]
21405,33856,4,0,11,0,0,Emblems of Veiled Shadows [21405] [33856]
21417,33856,4,0,11,0,0,Implements of Unspoken Names [21417] [33856]
21399,33856,4,0,11,0,0,Gift of the Gathering Storm [21399] [33856]
21414,33856,4,0,11,0,0,Trappings of Vaulted Secrets [21414] [33856]
21396,33856,4,0,11,0,0,Battlegear of Eternal Justice [21396] [33856]
21411,33856,4,0,11,0,0,Finery of Infinite Wisdom [21411] [33856]
21402,33856,4,0,11,0,0,Trappings of the Unseen Path [21402] [33856]
23064,35472,4,0,11,0,0,Dreamwalker Raiment [23064] [35472]
23059,35472,4,0,11,0,0,Dreadnaught's Battlegear [23059] [35472]
23060,35472,4,0,11,0,0,Bonescythe Armor [23060] [35472]
23061,35472,4,0,11,0,0,Vestments of Faith [23061] [35472]
23062,35472,4,0,11,0,0,Frostfire Regalia [23062] [35472]
23065,35472,4,0,11,0,0,The Earthshatterer [23065] [35472]
23066,35472,4,0,11,0,0,Redemption Armor [23066] [35472]
23063,35472,4,0,11,0,0,Plagueheart Raiment [23063] [35472]
23067,35472,4,0,11,0,0,Cryptstalker Armor [23067] [35472]
31339,39122,4,0,11,0,0,The Twin Stars [31339] [39122]
31338,39162,4,0,2,0,0,The Twin Stars [31338] [39162]
37758,40413,4,0,2,0,0,Raine's Revenge [37758] [40413]
37821,28733,4,0,11,0,0,Raine's Revenge [37821] [28733]
40440,49999,4,4,5,0,0,Gladiator's Dreadplate [40440] [49999]
40441,49998,4,4,10,0,0,Gladiator's Dreadplate [40441] [49998]
40442,49685,4,4,1,0,0,Gladiator's Dreadplate [40442] [49685]
40443,49996,4,4,7,0,0,Gladiator's Dreadplate [40443] [49996]
40444,49995,4,4,3,0,0,Gladiator's Dreadplate [40444] [49995]
42625,39539,4,4,5,0,0,Gladiator's Battlegear [42625] [39539]
42626,39540,4,4,10,0,0,Gladiator's Battlegear [42626] [39540]
42627,44561,4,4,1,0,0,Gladiator's Battlegear [42627] [44561]
42628,45932,4,4,7,0,0,Gladiator's Battlegear [42628] [45932]
42629,39543,4,4,3,0,0,Gladiator's Battlegear [42629] [39543]
42630,41133,4,4,5,0,0,Gladiator's Vindication [42630] [41133]
42631,41134,4,4,10,0,0,Gladiator's Vindication [42631] [41134]
42632,41135,4,4,1,0,0,Gladiator's Vindication [42632] [41135]
42633,41136,4,4,7,0,0,Gladiator's Vindication [42633] [41136]
42634,41137,4,4,3,0,0,Gladiator's Vindication [42634] [41137]
42635,41133,4,4,5,0,0,Gladiator's Redemption [42635] [41133]
42636,41134,4,4,10,0,0,Gladiator's Redemption [42636] [41134]
42637,41135,4,4,1,0,0,Gladiator's Redemption [42637] [41135]
42638,41136,4,4,7,0,0,Gladiator's Redemption [42638] [41136]
42639,41137,4,4,3,0,0,Gladiator's Redemption [42639] [41137]
42654,39539,4,4,5,0,0,Gladiator's Desecration [42654] [39539]
42655,39540,4,4,10,0,0,Gladiator's Desecration [42655] [39540]
42656,44561,4,4,1,0,0,Gladiator's Desecration [42656] [44561]
42657,45932,4,4,7,0,0,Gladiator's Desecration [42657] [45932]
42658,39543,4,4,3,0,0,Gladiator's Desecration [42658] [39543]
42659,41144,4,3,5,0,0,Gladiator's Thunderfist [42659] [41144]
42660,41145,4,3,10,0,0,Gladiator's Thunderfist [42660] [41145]
42661,44009,4,3,1,0,0,Gladiator's Thunderfist [42661] [44009]
42662,41148,4,3,7,0,0,Gladiator's Thunderfist [42662] [41148]
42663,41149,4,3,3,0,0,Gladiator's Thunderfist [42663] [41149]
42669,41144,4,3,5,0,0,Gladiator's Earthshaker [42669] [41144]
42670,41145,4,3,10,0,0,Gladiator's Earthshaker [42670] [41145]
42671,44009,4,3,1,0,0,Gladiator's Earthshaker [42671] [44009]
42672,41148,4,3,7,0,0,Gladiator's Earthshaker [42672] [41148]
42673,41149,4,3,3,0,0,Gladiator's Earthshaker [42673] [41149]
42664,41144,4,3,5,0,0,Gladiator's Wartide [42664] [41144]
42665,41145,4,3,10,0,0,Gladiator's Wartide [42665] [41145]
42666,41147,4,3,1,0,0,Gladiator's Wartide [42666] [41147]
42667,41148,4,3,7,0,0,Gladiator's Wartide [42667] [41148]
42668,41149,4,3,3,0,0,Gladiator's Wartide [42668] [41149]
42674,40623,4,3,5,0,0,Gladiator's Pursuit [42674] [40623]
42675,40624,4,3,10,0,0,Gladiator's Pursuit [42675] [40624]
42676,42882,4,3,1,0,0,Gladiator's Pursuit [42676] [42882]
42677,40626,4,3,7,0,0,Gladiator's Pursuit [42677] [40626]
42678,40628,4,3,3,0,0,Gladiator's Pursuit [42678] [40628]
42680,41443,4,2,10,0,0,Gladiator's Refuge [42680] [41443]
42681,47172,4,2,1,0,0,Gladiator's Refuge [42681] [47172]
42682,41445,4,2,7,0,0,Gladiator's Refuge [42682] [41445]
42683,41758,4,2,3,0,0,Gladiator's Refuge [42683] [41758]
42684,41446,4,2,5,0,0,Gladiator's Refuge [42684] [41446]
42685,41443,4,2,10,0,0,Gladiator's Wildhide [42685] [41443]
42686,47172,4,2,1,0,0,Gladiator's Wildhide [42686] [47172]
42687,41445,4,2,7,0,0,Gladiator's Wildhide [42687] [41445]
42688,41758,4,2,3,0,0,Gladiator's Wildhide [42688] [41758]
42689,41446,4,2,5,0,0,Gladiator's Wildhide [42689] [41446]
42690,41443,4,2,10,0,0,Gladiator's Sanctuary [42690] [41443]
42691,47172,4,2,1,0,0,Gladiator's Sanctuary [42691] [47172]
42692,41445,4,2,7,0,0,Gladiator's Sanctuary [42692] [41445]
42693,41758,4,2,3,0,0,Gladiator's Sanctuary [42693] [41758]
42694,41446,4,2,5,0,0,Gladiator's Sanctuary [42694] [41446]
42695,41138,4,2,10,0,0,Gladiator's Vestments [42695] [41138]
42696,44876,4,2,1,0,0,Gladiator's Vestments [42696] [44876]
42697,41140,4,2,7,0,0,Gladiator's Vestments [42697] [41140]
42698,41142,4,2,3,0,0,Gladiator's Vestments [42698] [41142]
42699,41143,4,2,5,0,0,Gladiator's Vestments [42699] [41143]
42703,41154,4,1,10,0,0,Gladiator's Investiture [42703] [41154]
42704,41794,4,1,1,0,0,Gladiator's Investiture [42704] [41794]
42705,41155,4,1,7,0,0,Gladiator's Investiture [42705] [41155]
42706,42171,4,1,3,0,0,Gladiator's Investiture [42706] [42171]
42707,41157,4,1,20,0,0,Gladiator's Investiture [42707] [41157]
42708,41154,4,1,10,0,0,Gladiator's Raiment [42708] [41154]
42709,41794,4,1,1,0,0,Gladiator's Raiment [42709] [41794]
42710,41155,4,1,7,0,0,Gladiator's Raiment [42710] [41155]
42711,42171,4,1,3,0,0,Gladiator's Raiment [42711] [42171]
42712,41157,4,1,20,0,0,Gladiator's Raiment [42712] [41157]
42713,40622,4,1,3,0,0,Gladiator's Regalia [42713] [40622]
42714,41234,4,1,1,0,0,Gladiator's Regalia [42714] [41234]
42715,40059,4,1,10,0,0,Gladiator's Regalia [42715] [40059]
42716,40056,4,1,20,0,0,Gladiator's Regalia [42716] [40056]
42717,39952,4,1,7,0,0,Gladiator's Regalia [42717] [39952]
42718,41706,4,1,3,0,0,Gladiator's Felshroud [42718] [41706]
42719,45149,4,1,1,0,0,Gladiator's Felshroud [42719] [45149]
42720,45236,4,1,10,0,0,Gladiator's Felshroud [42720] [45236]
42721,44788,4,1,20,0,0,Gladiator's Felshroud [42721] [44788]
42722,41713,4,1,7,0,0,Gladiator's Felshroud [42722] [41713]
43740,48928,4,4,5,0,0,Dreadnaught Plate [43740] [48928]
43742,54403,4,4,1,0,0,Dreadnaught Plate [43742] [54403]
43743,54405,4,4,10,0,0,Dreadnaught Plate [43743] [54405]
43745,54272,4,4,7,0,0,Dreadnaught Plate [43745] [54272]
43747,54310,4,4,3,0,0,Dreadnaught Plate [43747] [54310]
43744,54403,4,4,1,0,0,Dreadnaught Battlegear [43744] [54403]
43746,54271,4,4,7,0,0,Dreadnaught Battlegear [43746] [54271]
43741,54432,4,4,10,0,0,Dreadnaught Battlegear [43741] [54432]
43748,54309,4,4,3,0,0,Dreadnaught Battlegear [43748] [54309]
43794,54255,4,4,5,0,0,Redemption Battlegear [43794] [54255]
43796,54420,4,4,10,0,0,Redemption Battlegear [43796] [54420]
43801,57546,4,4,1,0,0,Redemption Battlegear [43801] [57546]
43803,54278,4,4,7,0,0,Redemption Battlegear [43803] [54278]
43805,54300,4,4,3,0,0,Redemption Battlegear [43805] [54300]
43797,54419,4,4,10,0,0,Redemption Regalia [43797] [54419]
43798,54277,4,4,7,0,0,Redemption Regalia [43798] [54277]
43800,57546,4,4,1,0,0,Redemption Regalia [43800] [57546]
43806,54299,4,4,3,0,0,Redemption Regalia [43806] [54299]
43807,54255,4,4,5,0,0,Redemption Regalia [43807] [54255]
43793,54255,4,4,5,0,0,Redemption Plate [43793] [54255]
43795,57546,4,4,1,0,0,Redemption Plate [43795] [57546]
43799,54419,4,4,10,0,0,Redemption Plate [43799] [54419]
43802,54279,4,4,7,0,0,Redemption Plate [43802] [54279]
43804,54301,4,4,3,0,0,Redemption Plate [43804] [54301]
43809,54253,4,4,5,0,0,Scourgeborne Battlegear [43809] [54253]
43813,51834,4,4,10,0,0,Scourgeborne Battlegear [43813] [51834]
43815,54370,4,4,1,0,0,Scourgeborne Battlegear [43815] [54370]
43817,54271,4,4,7,0,0,Scourgeborne Battlegear [43817] [54271]
43819,54287,4,4,3,0,0,Scourgeborne Battlegear [43819] [54287]
43811,48928,4,4,5,0,0,Scourgeborne Plate [43811] [48928]
43812,54371,4,4,1,0,0,Scourgeborne Plate [43812] [54371]
43814,54405,4,4,10,0,0,Scourgeborne Plate [43814] [54405]
43816,54272,4,4,7,0,0,Scourgeborne Plate [43816] [54272]
43818,54288,4,4,3,0,0,Scourgeborne Plate [43818] [54288]
43734,54408,4,3,10,0,0,Cryptstalker Battlegear [43734] [54408]
43735,54375,4,3,1,0,0,Cryptstalker Battlegear [43735] [54375]
43736,54275,4,3,7,0,0,Cryptstalker Battlegear [43736] [54275]
43737,54296,4,3,3,0,0,Cryptstalker Battlegear [43737] [54296]
43738,54254,4,3,5,0,0,Cryptstalker Battlegear [43738] [54254]
43762,54260,4,3,5,0,0,Earthshatter Battlegear [43762] [54260]
43763,54398,4,3,1,0,0,Earthshatter Battlegear [43763] [54398]
43765,54424,4,3,10,0,0,Earthshatter Battlegear [43765] [54424]
